FID,IID,POPULATION,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
JPT78,JPT78,JPT,0.0031,-0.0363,-0.0126,-0.0084,0.0205,-0.0639,0.0015,0.0059,0.0034,0.0007
JPT79,JPT79,JPT,0.0033,-0.0365,-0.0121,-0.01,0.0176,-0.0672,-0.0001,-0.0002,0.0048,0.0026
JPT80,JPT80,JPT,0.0031,-0.0367,-0.0119,-0.0096,0.0183,-0.0646,-0.0017,0.0059,0.0016,-0.0022
JPT81,JPT81,JPT,0.003,-0.0358,-0.0129,-0.0098,0.0184,-0.0678,0.0055,-0.0001,-0.0082,-0.0122
JPT82,JPT82,JPT,0.0032,-0.0368,-0.0128,-0.0096,0.0231,-0.0692,0.0009,0.0003,0.0003,0.0017
JPT83,JPT83,JPT,0.0031,-0.0368,-0.0125,-0.0112,0.0201,-0.0621,0.0009,0.003,0.0052,-0.0003
JPT84,JPT84,JPT,0.0036,-0.0368,-0.0141,-0.0091,0.0221,-0.0621,0.0008,0.001,0.0011,-0.0002
JPT85,JPT85,JPT,0.0033,-0.0365,-0.0114,-0.0096,0.0227,-0.066,-0.0017,0.0013,-0.0027,-0.008
JPT86,JPT86,JPT,0.0033,-0.0364,-0.0118,-0.0108,0.0188,-0.0614,0.0039,0.002,0.0021,0.0047
JPT87,JPT87,JPT,0.0034,-0.0371,-0.0134,-0.0089,0.0194,-0.0607,0.0023,-0.0007,-0.0029,-0.0054
JPT88,JPT88,JPT,0.0038,-0.0363,-0.0125,-0.0103,0.0163,-0.064,-0.0021,0.0014,-0.0029,-0.0017
JPT89,JPT89,JPT,0.0038,-0.0362,-0.0121,-0.0101,0.0195,-0.063,-0.0011,0.0039,-0.0042,0.0014
JPT90,JPT90,JPT,0.0034,-0.0368,-0.013,-0.0098,0.022,-0.0648,0.0025,-0.0009,-0.001,-0.0004
JPT91,JPT91,JPT,0.0035,-0.0366,-0.0115,-0.0104,0.0215,-0.0673,0,0.0031,0.0056,-0.0044
JPT92,JPT92,JPT,0.0028,-0.0368,-0.0127,-0.0084,0.0196,-0.0642,0.0027,0.0015,0.0041,0.006
JPT93,JPT93,JPT,0.0029,-0.0367,-0.0132,-0.011,0.0222,-0.0647,0.0017,0.0069,-0.0023,-0.0103
JPT94,JPT94,JPT,0.0035,-0.0362,-0.0116,-0.0094,0.0214,-0.0708,0.0022,0.0053,-0.0056,-0.0098
JPT95,JPT95,JPT,0.0031,-0.0369,-0.0119,-0.0109,0.0207,-0.0637,0.0025,-0.0017,0.0035,0.0063
JPT96,JPT96,JPT,0.0031,-0.0361,-0.0131,-0.0099,0.0206,-0.0713,-0.0029,0.0045,-0.0004,-0.0064
JPT97,JPT97,JPT,0.0034,-0.0363,-0.0135,-0.0091,0.0207,-0.0652,-0.0024,-0.0037,0.0023,-0.0061
JPT98,JPT98,JPT,0.0032,-0.036,-0.0116,-0.0088,0.0188,-0.068,-0.0048,0.0073,0.0094,0.0051
JPT99,JPT99,JPT,0.0032,-0.0367,-0.0129,-0.0109,0.0213,-0.0691,0.0004,0.0057,0.0028,0.0028
JPT100,JPT100,JPT,0.0037,-0.0367,-0.0135,-0.0092,0.018,-0.0662,0.0005,0.0069,0.0075,0.0056
JPT101,JPT101,JPT,0.0032,-0.0369,-0.0133,-0.0103,0.0225,-0.0645,-0.0009,0.0067,0.0134,-0.0014
JPT102,JPT102,JPT,0.0031,-0.0363,-0.013,-0.0096,0.0208,-0.071,-0.0012,0.0003,0.0019,-0.0042
JPT103,JPT103,JPT,0.0032,-0.0362,-0.0122,-0.0108,0.0129,-0.064,-0.0008,0.0071,0.0087,0.0015
JPT104,JPT104,JPT,0.0033,-0.0368,-0.0117,-0.0102,0.0244,-0.068,-0.0021,-0.0032,0.0042,0.0055
YRI49,YRI49,YRI,-0.0372,0.005,-0.002,-0.0012,0.0021,-0.0006,0.0115,0.0287,-0.0118,0.0008
YRI50,YRI50,YRI,-0.0367,0.0046,-0.0012,-0.0008,0.0034,0.0008,0.0077,0.0345,-0.0197,0.0093
YRI51,YRI51,YRI,-0.0369,0.0049,-0.002,-0.0005,0.0022,0.0013,0.0153,0.0357,-0.0204,0.0047
YRI52,YRI52,YRI,-0.0369,0.0049,-0.0016,0,0.0025,0.0004,0.0053,0.0311,-0.0142,0.0105
YRI53,YRI53,YRI,-0.0367,0.0047,-0.0017,-0.0006,0.004,0.0025,0.009,0.0317,-0.0047,0.0142
YRI54,YRI54,YRI,-0.0373,0.0052,-0.0005,-0.0007,0.0022,0.0028,0.0033,0.0305,-0.0067,0.0213
YRI55,YRI55,YRI,-0.0372,0.0051,-0.0011,-0.0005,0.0016,-0.0022,0.0077,0.0325,-0.0125,-0.0005
YRI56,YRI56,YRI,-0.0366,0.0051,-0.0025,-0.0015,0.0041,0.0009,0.0117,0.0379,-0.0197,0.0058
YRI57,YRI57,YRI,-0.037,0.0051,-0.0016,-0.0007,0.0043,0.0015,0.0078,0.0263,-0.0081,0.0168
YRI58,YRI58,YRI,-0.0371,0.0045,-0.002,-0.0016,0.0035,0.0017,0.0098,0.0346,-0.0167,0.0034
YRI59,YRI59,YRI,-0.037,0.005,-0.002,-0.0014,0.0012,0.0032,0.0074,0.0345,-0.0144,0.0028
YRI60,YRI60,YRI,-0.037,0.0051,-0.0026,-0.0012,0.0031,0.0013,0.0123,0.0421,-0.018,0.0107
YRI61,YRI61,YRI,-0.0372,0.0049,-0.0014,-0.0009,0.0012,0.0018,0.0103,0.0337,-0.0193,0.0033
YRI62,YRI62,YRI,-0.0361,0.0051,-0.0027,-0.0004,0.0003,0.0003,0.0071,0.0169,-0.0131,0.004
YRI63,YRI63,YRI,-0.0371,0.005,-0.0015,-0.0009,-0.0001,0.0018,0.013,0.0322,-0.0184,0.0027
YRI64,YRI64,YRI,-0.037,0.0049,-0.0018,-0.0005,0.0005,0.0022,0.0071,0.0349,-0.0121,0.019
YRI65,YRI65,YRI,-0.0366,0.0052,-0.0015,-0.0007,0.0019,-0.001,0.007,0.026,-0.0128,0.0121
YRI66,YRI66,YRI,-0.0367,0.0046,-0.0019,-0.0012,0.002,-0.0011,0.0094,0.0337,-0.0168,0.006
YRI67,YRI67,YRI,-0.037,0.0052,-0.0019,-0.0005,0.0022,-0.0014,0.0072,0.0291,-0.0066,0.0046
YRI68,YRI68,YRI,-0.0367,0.0054,-0.0014,0,0.0047,0.0011,0.0095,0.0326,-0.017,0.008
YRI69,YRI69,YRI,-0.0367,0.0051,-0.002,-0.0005,0.0005,0.0011,0.0124,0.0351,-0.0127,0.0014
YRI70,YRI70,YRI,-0.0368,0.0047,-0.001,-0.0009,0.0025,-0.0019,0.013,0.0327,-0.0156,0.0071
YRI71,YRI71,YRI,-0.037,0.0053,-0.0016,-0.0008,0.0024,0.0005,0.0088,0.0335,-0.0113,0.0065
YRI72,YRI72,YRI,-0.0369,0.0046,-0.0011,-0.0005,0.0032,-0.0017,0.0045,0.0343,-0.013,0.0071
YRI73,YRI73,YRI,-0.0373,0.005,-0.0023,-0.0007,0.002,0.0023,0.0109,0.0331,-0.0135,0.0041
YRI74,YRI74,YRI,-0.0372,0.0052,-0.0015,0.0001,0.0008,-0.0015,0.0111,0.0283,-0.0135,0.0062
YRI75,YRI75,YRI,-0.0376,0.0052,-0.0015,-0.001,0.0035,-0.002,0.0114,0.0328,-0.0151,0.0042
YRI76,YRI76,YRI,-0.0369,0.0046,-0.0006,-0.0011,0.0017,0.0019,0.0125,0.0335,-0.0215,0.0033
YRI77,YRI77,YRI,-0.037,0.0051,-0.002,-0.0003,0.0043,0.0017,0.005,0.037,-0.01,0.01
YRI78,YRI78,YRI,-0.0368,0.0044,-0.0015,-0.0007,0.0013,0.0005,0.0105,0.034,-0.0067,0.0126
YRI79,YRI79,YRI,-0.0369,0.0051,-0.0022,-0.0006,0.0011,0.002,0.0086,0.0383,-0.0204,0.0003
YRI80,YRI80,YRI,-0.0368,0.005,-0.0023,-0.0014,-0.0001,0.0027,0.0071,0.0303,-0.01,0.01
YRI81,YRI81,YRI,-0.0368,0.0053,-0.0015,-0.0015,0.0029,-0.0015,0.0117,0.0311,-0.0184,0.0074
YRI82,YRI82,YRI,-0.037,0.0049,-0.0018,-0.0003,0.0027,-0.0003,0.0082,0.0297,-0.0078,0.0008
YRI83,YRI83,YRI,-0.037,0.0048,-0.002,0.0001,0.002,0,0.0159,0.0349,-0.0135,0.0184
YRI84,YRI84,YRI,-0.037,0.0053,-0.0016,-0.0006,0.0016,0.0016,0.0156,0.0343,-0.0104,0.0107
YRI85,YRI85,YRI,-0.0369,0.0054,-0.0018,-0.0005,0.0044,-0.0009,0.0091,0.0327,-0.0129,0.0063
YRI86,YRI86,YRI,-0.0371,0.0049,-0.0013,-0.0005,0.0012,0.0022,0.0086,0.0298,-0.0048,0.0261
YRI87,YRI87,YRI,-0.0368,0.0047,-0.0026,-0.0014,0.0033,0.0018,0.013,0.0416,-0.0093,0.0146
YRI88,YRI88,YRI,-0.037,0.0052,-0.0021,-0.001,0.0007,0.0027,0.0147,0.0306,-0.0154,0.0003
YRI89,YRI89,YRI,-0.0371,0.0049,-0.0023,-0.001,0.0055,0.0013,0.0125,0.0403,-0.0163,0.0071
YRI90,YRI90,YRI,-0.0372,0.0053,-0.002,-0.0004,0.0026,-0.0022,0.0143,0.0379,-0.0161,0.0241
YRI91,YRI91,YRI,-0.0371,0.0049,-0.0022,-0.0001,0.0031,0.0014,0.0072,0.0368,-0.0122,0.0008
YRI92,YRI92,YRI,-0.0369,0.0051,-0.0021,0,0.0033,0.0014,0.0101,0.0468,-0.0176,0.0035
YRI93,YRI93,YRI,-0.037,0.0048,-0.0024,-0.0007,0.0029,-0.0003,0.0093,0.0377,-0.0142,0.0133
YRI94,YRI94,YRI,-0.0371,0.005,-0.0022,-0.0006,0.0039,0.0014,0.0117,0.0318,-0.0156,0.0018
YRI95,YRI95,YRI,-0.0368,0.0052,-0.0016,-0.001,0.0036,0.0028,0.0089,0.0397,-0.0141,0.0086
YRI96,YRI96,YRI,-0.037,0.0051,-0.0023,-0.0006,0.0031,0,0.0118,0.0361,-0.0136,0.0078
YRI97,YRI97,YRI,-0.0371,0.0047,-0.0016,0.0001,0.0001,0.0036,0.0119,0.0328,-0.0151,0.0152
YRI98,YRI98,YRI,-0.037,0.0048,-0.0021,-0.001,0.0021,-0.0028,0.0121,0.0327,-0.0148,0.0122
YRI99,YRI99,YRI,-0.0369,0.0047,-0.0021,-0.0016,0.0011,0.0012,0.014,0.0304,-0.0216,0.0057
YRI100,YRI100,YRI,-0.037,0.0046,-0.0026,-0.0009,0.0009,0.0007,0.0148,0.0436,-0.0187,0.0066
YRI101,YRI101,YRI,-0.0368,0.0052,-0.0023,-0.0009,0.0042,-0.0004,0.0087,0.0321,-0.0121,0.0104
YRI102,YRI102,YRI,-0.0371,0.0055,-0.0014,-0.0013,0.0023,0.0016,0.0108,0.0326,-0.0155,-0.0007
YRI103,YRI103,YRI,-0.0366,0.0049,-0.0017,-0.0004,0.0021,-0.0009,0.0117,0.0341,-0.0161,0.0054
YRI104,YRI104,YRI,-0.0373,0.0051,-0.002,-0.0019,0.0031,-0.0001,0.0091,0.0277,-0.0127,0.0041
YRI105,YRI105,YRI,-0.0366,0.0048,-0.0013,-0.001,0.0006,0.0011,0.0079,0.0333,-0.0118,0.0141
YRI106,YRI106,YRI,-0.0373,0.0051,-0.0015,-0.0002,-0.0003,0.0024,0.0035,0.0323,-0.0142,0.0061
YRI107,YRI107,YRI,-0.0367,0.0046,-0.0011,-0.0006,0.0023,0.0016,0.0138,0.0298,-0.0085,0.0089
YRI108,YRI108,YRI,-0.0369,0.0052,-0.0019,-0.0016,0.0012,0.0011,0.0139,0.0368,-0.0167,0.0037
LWK19,LWK19,LWK,-0.0344,0.0046,-0.0008,-0.0021,-0.0053,0.0007,0.0703,-0.0645,0.0371,-0.0084
LWK20,LWK20,LWK,-0.0346,0.0048,-0.0006,-0.0001,-0.0045,0.0007,0.0689,-0.0487,0.022,-0.0141
LWK21,LWK21,LWK,-0.0344,0.0051,-0.0008,-0.0019,-0.0013,-0.0005,0.0644,-0.0484,0.0184,-0.0076
LWK22,LWK22,LWK,-0.0351,0.0044,-0.0007,-0.0009,-0.0019,0.0011,0.0695,-0.054,0.0263,0.0077
LWK23,LWK23,LWK,-0.0347,0.0047,-0.0009,0.0003,-0.0061,-0.0029,0.0704,-0.06,0.0253,-0.0029
LWK24,LWK24,LWK,-0.0334,0.0047,-0.0005,-0.0011,-0.0054,-0.0018,0.066,-0.055,0.0265,-0.0174
LWK25,LWK25,LWK,-0.0338,0.0048,-0.0009,-0.0004,-0.0051,0.0005,0.0655,-0.0548,0.0178,-0.0208
LWK26,LWK26,LWK,-0.0343,0.0047,-0.0006,-0.001,-0.0049,0.0003,0.0726,-0.0565,0.0281,-0.004
LWK27,LWK27,LWK,-0.0352,0.0046,-0.0006,-0.0011,-0.0017,-0.0018,0.0686,-0.0571,0.0211,-0.0115
LWK28,LWK28,LWK,-0.0347,0.0045,-0.0008,-0.0015,-0.0036,-0.0018,0.0778,-0.0559,0.0314,-0.0226
LWK29,LWK29,LWK,-0.0343,0.0047,-0.0015,-0.001,-0.0047,-0.0036,0.0617,-0.0514,0.0186,-0.0172
LWK30,LWK30,LWK,-0.0344,0.005,-0.0002,-0.0017,-0.0045,-0.0022,0.0802,-0.0603,0.0287,-0.0165
LWK31,LWK31,LWK,-0.0343,0.0045,-0.0015,-0.0016,-0.0059,-0.0013,0.0643,-0.0528,0.0261,-0.0106
LWK32,LWK32,LWK,-0.0335,0.0045,-0.0007,-0.0013,-0.0021,-0.0023,0.0594,-0.0542,0.0193,-0.0148
LWK33,LWK33,LWK,-0.0346,0.0045,-0.0011,-0.0011,-0.0014,-0.0026,0.0555,-0.0455,0.0208,-0.0147
LWK34,LWK34,LWK,-0.0334,0.0046,-0.0013,-0.0012,-0.0085,-0.0032,0.064,-0.0607,0.0248,-0.0091
LWK35,LWK35,LWK,-0.0345,0.0051,-0.002,-0.0014,-0.0005,-0.003,0.0664,-0.0573,0.0295,-0.0076
LWK36,LWK36,LWK,-0.0346,0.0047,-0.0007,-0.001,-0.0041,-0.0018,0.0787,-0.077,0.0358,-0.0131
LWK37,LWK37,LWK,-0.0348,0.0045,-0.001,-0.0019,-0.0042,-0.0006,0.0617,-0.0492,0.0273,-0.0026
LWK38,LWK38,LWK,-0.0344,0.0045,-0.0005,-0.0013,-0.0047,-0.0018,0.081,-0.0736,0.0347,-0.0125
LWK39,LWK39,LWK,-0.0341,0.0047,-0.0006,-0.0015,-0.0029,-0.0024,0.0612,-0.0572,0.02,-0.007
LWK40,LWK40,LWK,-0.0351,0.005,-0.0008,-0.0011,-0.0026,-0.004,0.0629,-0.0549,0.0251,-0.008
LWK41,LWK41,LWK,-0.0343,0.0049,-0.0008,-0.0018,-0.0054,-0.0002,0.0737,-0.0604,0.023,-0.0194
LWK42,LWK42,LWK,-0.0343,0.0045,-0.0013,-0.0008,-0.0057,-0.0017,0.071,-0.0651,0.0273,-0.0108
LWK43,LWK43,LWK,-0.035,0.0046,-0.0018,-0.0012,-0.0029,-0.0043,0.0678,-0.054,0.0273,-0.0033
LWK44,LWK44,LWK,-0.0345,0.005,-0.0019,-0.0014,-0.0007,-0.0012,0.0662,-0.0586,0.0243,-0.0029
LWK45,LWK45,LWK,-0.0349,0.0046,-0.0011,-0.0016,-0.0033,0.0009,0.0682,-0.0589,0.0274,-0.0026
LWK46,LWK46,LWK,-0.0348,0.0048,-0.0015,-0.0008,-0.0055,-0.0006,0.0619,-0.0539,0.0278,-0.0084
LWK47,LWK47,LWK,-0.0342,0.0044,-0.0006,-0.0012,-0.0023,-0.0071,0.0676,-0.0559,0.0209,-0.0144
LWK48,LWK48,LWK,-0.0341,0.0048,-0.0011,-0.001,-0.0064,0.0007,0.0775,-0.057,0.0203,-0.02
LWK49,LWK49,LWK,-0.0355,0.0047,-0.0005,-0.0019,-0.0044,-0.0035,0.078,-0.0683,0.0363,-0.0163
LWK50,LWK50,LWK,-0.0346,0.0053,-0.0008,-0.0009,-0.0039,-0.0015,0.0677,-0.0523,0.0195,-0.0153
LWK51,LWK51,LWK,-0.0348,0.0047,-0.0026,-0.0013,-0.0006,-0.006,0.0642,-0.0434,0.0197,-0.0071
LWK52,LWK52,LWK,-0.0347,0.0048,-0.0003,-0.0017,-0.0051,-0.0005,0.0634,-0.0507,0.0189,-0.0091
LWK53,LWK53,LWK,-0.0338,0.0042,-0.0008,-0.0017,-0.0036,0.0001,0.0664,-0.0593,0.0288,-0.0144
LWK54,LWK54,LWK,-0.0342,0.0047,-0.0011,-0.0007,-0.0051,-0.0025,0.0648,-0.0638,0.031,-0.0018
LWK55,LWK55,LWK,-0.0356,0.0049,-0.0017,-0.0006,-0.0025,-0.0005,0.0753,-0.0536,0.0246,-0.0105
LWK56,LWK56,LWK,-0.0341,0.0047,-0.0005,-0.002,-0.0057,-0.0039,0.0659,-0.0601,0.0258,-0.0088
LWK57,LWK57,LWK,-0.0345,0.0044,-0.0021,-0.0006,-0.003,-0.0004,0.0677,-0.0546,0.0227,-0.0042
LWK58,LWK58,LWK,-0.0353,0.0048,-0.0003,-0.0008,-0.0016,0.0002,0.0682,-0.0478,0.0228,0
LWK59,LWK59,LWK,-0.0345,0.0046,-0.0013,-0.0005,-0.0028,-0.0009,0.068,-0.0618,0.0249,-0.0215
LWK60,LWK60,LWK,-0.0347,0.0047,-0.0013,-0.0012,-0.0034,-0.0005,0.067,-0.0521,0.0226,-0.0054
LWK61,LWK61,LWK,-0.0341,0.0046,-0.0011,-0.0017,-0.0035,-0.0038,0.0634,-0.057,0.028,-0.0087
LWK62,LWK62,LWK,-0.035,0.0046,-0.0008,-0.0011,-0.0043,-0.0015,0.0715,-0.0637,0.0258,-0.0118
LWK63,LWK63,LWK,-0.0354,0.0049,-0.0003,-0.0009,-0.0032,-0.001,0.0639,-0.0499,0.0193,-0.0093
LWK64,LWK64,LWK,-0.0338,0.0044,-0.0016,-0.0013,-0.0056,-0.0007,0.0662,-0.0547,0.0174,-0.0196
LWK65,LWK65,LWK,-0.0335,0.005,-0.0006,-0.0012,-0.0055,0.0008,0.0628,-0.0486,0.0223,-0.0097
LWK66,LWK66,LWK,-0.0347,0.0047,-0.0009,-0.0007,-0.005,-0.0018,0.0657,-0.0529,0.0238,-0.0142
LWK67,LWK67,LWK,-0.0343,0.0048,-0.001,-0.0009,-0.0027,-0.003,0.066,-0.0586,0.019,-0.0193
LWK68,LWK68,LWK,-0.0346,0.0045,-0.0005,-0.0013,-0.0033,0.0014,0.063,-0.0538,0.0242,-0.0113
LWK69,LWK69,LWK,-0.0345,0.0052,-0.001,-0.0004,-0.0056,-0.0033,0.0727,-0.0599,0.0294,-0.0201
LWK70,LWK70,LWK,-0.0351,0.0044,-0.0012,-0.0013,-0.0025,0.0004,0.0653,-0.0515,0.022,-0.0157
LWK71,LWK71,LWK,-0.0344,0.0048,-0.0011,-0.0006,-0.0045,-0.0015,0.0717,-0.0566,0.0235,-0.0206
LWK72,LWK72,LWK,-0.034,0.0045,-0.0007,-0.0013,-0.0014,-0.0018,0.0619,-0.0574,0.0206,-0.0052
LWK73,LWK73,LWK,-0.0347,0.0044,-0.0018,-0.0004,-0.0039,-0.0008,0.066,-0.0489,0.019,-0.0097
LWK74,LWK74,LWK,-0.0336,0.0046,-0.0003,-0.0006,-0.0057,-0.0034,0.0627,-0.0559,0.0235,-0.008
LWK75,LWK75,LWK,-0.035,0.0044,-0.0014,-0.001,-0.0031,-0.0017,0.0592,-0.0415,0.0237,-0.0104
LWK76,LWK76,LWK,-0.0347,0.0047,-0.0012,-0.0013,-0.0063,-0.004,0.0637,-0.0554,0.0204,-0.018
LWK77,LWK77,LWK,-0.0346,0.0048,-0.0019,-0.0017,-0.0066,-0.0018,0.06,-0.0476,0.0153,-0.0184
LWK78,LWK78,LWK,-0.034,0.0045,-0.001,-0.0003,-0.0037,-0.0008,0.0663,-0.0542,0.0222,-0.0101
LWK79,LWK79,LWK,-0.0347,0.0044,-0.001,-0.002,-0.002,-0.0037,0.0626,-0.0491,0.021,-0.0125
LWK80,LWK80,LWK,-0.0346,0.005,-0.0002,-0.0007,-0.003,-0.0011,0.0691,-0.0473,0.0271,-0.0057
LWK81,LWK81,LWK,-0.0343,0.0047,-0.0015,-0.0014,-0.004,-0.0049,0.0712,-0.0634,0.0283,-0.0071
LWK82,LWK82,LWK,-0.0347,0.0044,-0.001,-0.0004,-0.0025,-0.0023,0.0613,-0.0501,0.0236,-0.0189
LWK83,LWK83,LWK,-0.0347,0.0047,-0.0011,-0.0008,-0.0027,-0.0049,0.074,-0.0608,0.027,-0.0178
LWK84,LWK84,LWK,-0.0342,0.0047,-0.0005,-0.0025,-0.0037,0.0002,0.0748,-0.0652,0.0307,-0.0134
LWK85,LWK85,LWK,-0.0348,0.005,-0.0015,-0.0009,-0.0031,-0.0027,0.0638,-0.0452,0.0254,-0.008
LWK86,LWK86,LWK,-0.0341,0.0044,-0.0009,-0.0019,-0.0049,0.0001,0.0651,-0.0557,0.02,-0.0177
LWK87,LWK87,LWK,-0.0349,0.0043,-0.0013,-0.0002,-0.0046,-0.0001,0.0627,-0.0517,0.0215,-0.0144
LWK88,LWK88,LWK,-0.0347,0.0047,-0.0007,-0.0013,-0.0051,0.0003,0.0577,-0.051,0.0225,-0.0089
LWK89,LWK89,LWK,-0.0345,0.0049,-0.0008,-0.0008,-0.0026,-0.0028,0.0665,-0.0542,0.0177,-0.012
LWK90,LWK90,LWK,-0.0352,0.0046,-0.0019,-0.0006,-0.0036,0.0011,0.0627,-0.0432,0.0229,-0.0041
LWK91,LWK91,LWK,-0.0341,0.0048,-0.001,0,-0.0065,0.0006,0.0634,-0.0564,0.027,-0.0128
LWK92,LWK92,LWK,-0.0341,0.0047,-0.0008,-0.0012,-0.0043,-0.0022,0.067,-0.0611,0.0183,-0.0167
LWK93,LWK93,LWK,-0.0339,0.0046,-0.0014,-0.001,-0.0032,-0.0028,0.0643,-0.0575,0.0195,-0.0166
LWK94,LWK94,LWK,-0.0345,0.0043,-0.0005,-0.0009,-0.0055,-0.0026,0.0656,-0.0548,0.0206,-0.0087
LWK95,LWK95,LWK,-0.0339,0.0045,-0.0008,-0.0008,-0.0057,0.0002,0.0635,-0.0541,0.0269,-0.016
LWK96,LWK96,LWK,-0.0336,0.0047,-0.0005,-0.0001,-0.003,-0.0015,0.0639,-0.0525,0.0192,-0.0139
LWK97,LWK97,LWK,-0.0343,0.0048,-0.0018,-0.0009,-0.0035,-0.0029,0.0654,-0.055,0.022,-0.0194
LWK98,LWK98,LWK,-0.0341,0.0047,-0.0008,-0.0014,-0.0054,-0.0014,0.0647,-0.0536,0.0195,-0.0119
LWK99,LWK99,LWK,-0.0342,0.0047,-0.0006,-0.0018,-0.0037,0,0.0622,-0.0493,0.0233,-0.0107
ASW1,ASW1,ASW,-0.021,-0.0018,-0.0051,0.0202,0.0046,0.0028,0.0033,0.0096,-0.0086,0.0021
MXL1,MXL1,MXL,0.0089,0.0099,-0.0054,0.0034,-0.0182,-0.0031,0.0003,-0.0098,-0.0174,0.0086
MXL2,MXL2,MXL,0.007,0.0029,-0.0076,0.0187,-0.0132,-0.0107,-0.0023,-0.0067,-0.0216,-0.0247
MXL3,MXL3,MXL,0.006,0.0017,-0.0068,0.0225,-0.0096,-0.0042,0.001,-0.0114,-0.0101,0.0213
MXL4,MXL4,MXL,0.0068,0.0015,-0.008,0.0241,-0.0123,-0.005,0.0019,0.0008,-0.0286,-0.0315
MXL5,MXL5,MXL,0.0049,-0.0087,-0.0128,0.0524,-0.0071,-0.0015,-0.0047,-0.0099,-0.0215,-0.0358
MXL6,MXL6,MXL,0.006,-0.0001,-0.0084,0.0287,-0.0152,-0.0067,-0.0011,-0.003,-0.0027,0.027
MXL7,MXL7,MXL,0.005,-0.0102,-0.0145,0.055,-0.0045,0.0015,0.0007,0.0024,0.0107,0.0145
MXL8,MXL8,MXL,0.0074,-0.0011,-0.0083,0.0311,-0.0096,-0.0083,-0.0009,-0.0035,-0.0127,-0.0016
MXL9,MXL9,MXL,0.0056,-0.0068,-0.0115,0.0428,-0.0041,-0.0016,-0.0017,-0.0073,-0.0248,-0.0206
MXL10,MXL10,MXL,0.004,-0.0108,-0.014,0.0557,0.0009,-0.0007,-0.003,-0.0067,-0.0074,-0.0014
MXL11,MXL11,MXL,0.0051,-0.0088,-0.0119,0.0472,-0.0043,0.0003,-0.0039,-0.0072,-0.0066,-0.008
MXL12,MXL12,MXL,0.0073,-0.0018,-0.0097,0.0272,-0.0092,-0.0069,0,-0.0065,0.0074,0.0222
MXL13,MXL13,MXL,0.0058,-0.006,-0.0101,0.0448,-0.0126,-0.0045,-0.0072,-0.0067,-0.003,0.016
MXL14,MXL14,MXL,0.0067,0.0006,-0.0086,0.0264,-0.0127,-0.0046,-0.0037,-0.0058,-0.0174,-0.0292
MXL15,MXL15,MXL,0.0054,0.0035,-0.0074,0.0184,-0.0092,-0.0039,-0.0004,-0.0087,-0.0065,0.0112
MXL16,MXL16,MXL,0.0081,0.0098,-0.005,-0.0003,-0.0201,-0.0072,-0.0014,-0.0064,-0.0126,-0.0005
MXL17,MXL17,MXL,0.0051,-0.0103,-0.0134,0.0547,-0.0021,0.003,0.0028,0.0001,0.0089,0.0045
MXL18,MXL18,MXL,0.0066,-0.0065,-0.0105,0.0437,-0.01,0.0013,-0.0036,-0.002,0.0077,0.0103
MXL19,MXL19,MXL,0.008,0.0001,-0.0092,0.0253,0.0082,-0.0001,-0.0009,0.0048,-0.0053,-0.0317
ASW2,ASW2,ASW,-0.0282,0.0058,-0.0027,-0.0005,0.0067,0.0031,0.0025,0.0135,0.0007,-0.0083
ASW3,ASW3,ASW,-0.029,0.005,-0.001,0.0023,0.0028,0.0012,0.0044,0.0139,-0.0112,0.0001
ASW4,ASW4,ASW,-0.0298,0.0058,-0.003,-0.0021,0.0042,0.0007,0.0052,0.0082,-0.0005,0.0155
ASW5,ASW5,ASW,-0.0298,0.0058,-0.001,-0.0011,0.0045,0.0033,0.0031,0.0076,-0.0057,-0.0031
ASW6,ASW6,ASW,-0.0236,0.0059,-0.0026,-0.0019,0.0057,0.003,0.0095,0.0036,0.0044,-0.0057
ASW7,ASW7,ASW,-0.0313,0.0057,-0.0038,-0.0009,0.0028,0.0025,0.002,0.0089,-0.0032,0.0013
ASW8,ASW8,ASW,-0.0314,0.0052,-0.0015,-0.0005,0.0026,0.001,0.0003,0.0105,-0.0039,0.0043
ASW9,ASW9,ASW,-0.0242,0.0064,-0.0024,-0.0028,0.0013,-0.0009,0.0057,0.0155,0.0001,-0.0059
MXL20,MXL20,MXL,0.005,-0.009,-0.0123,0.0514,-0.0052,-0.0018,-0.0052,-0.0061,0.0027,0.0107
MXL21,MXL21,MXL,0.0054,-0.0101,-0.012,0.0573,-0.0076,0.0013,0.0003,-0.0038,0.0007,0.0129
MXL22,MXL22,MXL,0.0055,-0.0041,-0.0114,0.0378,-0.0098,-0.0055,-0.0037,-0.0027,0.0013,0.0166
MXL23,MXL23,MXL,0.0046,-0.0124,-0.0151,0.0627,-0.0014,0.0024,-0.0013,-0.0008,-0.011,-0.0209
MXL24,MXL24,MXL,0.0056,-0.006,-0.0105,0.0422,-0.0042,-0.0013,0.0001,-0.0069,-0.0112,-0.0079
MXL25,MXL25,MXL,0.0037,-0.0072,-0.0108,0.0456,-0.0061,-0.0006,-0.0016,-0.0062,0.0002,0.0094
MXL26,MXL26,MXL,0.0065,-0.001,-0.0102,0.0318,-0.0103,-0.0026,0.0026,-0.0002,-0.0151,-0.024
